0.940,-2.143,1.054,3.105,-4.398,-0.628,0.462,1.893,1.710,3.283,-3.114,0.189,0.905,-2.610,2.127,-5.446,2.720,0.528,1.597,1.000
1.431,4.796,-4.212,-3.075,-2.834,0.725,0.725,-2.679,1.598,0.332,4.133,3.097,-1.992,2.549,5.966,2.010,-1.948,4.484,3.274,0.000
1.628,2.602,-1.777,-0.478,1.467,-0.750,-3.802,-1.307,4.265,0.712,-0.823,0.352,0.990,0.917,-1.822,5.415,0.920,-0.811,3.079,1.000
1.011,3.009,-0.156,-2.011,1.756,-0.303,0.799,3.411,0.389,0.238,-3.813,-1.922,2.988,-3.885,-0.060,-1.758,0.441,-3.038,0.334,1.000
-0.147,-0.126,2.166,0.646,1.927,0.795,-4.674,-0.132,-2.127,-0.152,-0.199,3.082,-4.691,-3.352,2.183,-2.635,-3.766,-1.092,2.219,1.000
1.546,4.132,-2.140,-1.371,-1.908,-1.721,-6.571,1.329,-3.667,4.328,-4.421,-1.754,2.831,8.915,-0.694,-4.278,4.324,3.951,-4.054,0.000
1.958,0.505,-2.465,-5.030,-1.319,-2.556,-6.100,-7.121,0.516,0.460,-8.238,1.632,6.787,-8.309,-0.395,-4.018,-0.648,-1.799,-0.457,0.000
3.376,-3.221,-2.356,2.404,3.559,-0.804,0.981,1.957,-5.475,1.231,2.487,-0.745,-2.409,0.291,4.500,2.465,-1.381,2.283,-0.666,1.000
3.115,-4.007,0.671,2.946,-3.558,3.422,2.846,-3.488,0.062,-5.591,8.821,0.652,-6.627,3.393,-1.662,-2.193,2.574,1.461,1.801,0.000
-0.450,-3.348,1.984,2.474,0.305,3.164,-3.279,4.658,2.731,-0.607,1.575,4.471,-6.146,-4.155,-0.713,2.266,-1.961,-3.157,3.176,1.000
0.554,0.127,2.036,-2.248,5.068,-1.212,1.245,-1.045,1.462,3.073,0.325,1.316,-2.877,-3.315,1.519,-1.181,-0.865,1.286,1.789,0.000
-6.747,-1.016,0.283,1.319,2.625,-1.119,3.795,0.390,-3.222,0.866,-4.915,-3.262,4.365,2.079,0.769,4.506,3.345,-4.864,0.055,1.000
1.942,1.003,-7.281,4.677,1.716,0.641,-0.407,-0.618,0.883,-3.546,0.132,2.096,-1.377,2.184,2.029,0.557,-0.295,-4.719,1.361,0.000
2.476,-2.041,-1.563,-2.217,2.175,-2.560,-0.509,-0.199,-3.187,-2.819,-4.413,1.773,-1.719,-2.515,-1.927,-2.698,0.570,2.481,-0.904,0.000
-1.052,2.260,-0.171,-1.287,1.794,0.645,0.604,-3.094,-0.836,-1.107,-4.751,-2.576,-1.634,-3.588,1.274,-1.334,-2.384,-3.290,1.725,0.000
-1.251,0.686,-1.580,1.986,-1.454,-1.900,-3.492,-6.433,1.207,-3.683,-1.348,-1.610,-1.675,-0.526,-1.312,-3.495,-0.668,-3.351,7.959,0.000
1.191,1.608,4.873,1.454,0.853,3.949,-1.751,3.837,0.590,1.136,-0.243,-1.698,-4.397,-6.558,-2.153,-2.848,-1.547,-3.419,2.246,1.000
1.666,-1.986,-0.344,3.291,4.029,-2.784,0.953,4.829,-2.383,5.819,-3.001,2.789,1.612,-4.063,-1.342,-2.066,-2.389,-2.957,0.880,1.000
-2.554,3.800,-1.662,-1.297,-0.765,1.967,2.199,2.196,-2.568,1.371,3.417,-1.925,-8.192,0.727,-0.945,2.618,-9.252,-0.531,-1.803,0.000
0.914,1.072,-1.224,-0.338,2.656,1.089,-0.997,-0.553,1.609,-1.948,4.350,2.153,-2.073,-0.416,1.303,4.536,0.016,0.546,0.613,1.000
-2.357,2.808,-0.031,2.959,-4.535,-0.524,-4.921,-1.799,-2.869,-2.732,-2.439,-3.926,-1.146,0.116,0.954,1.324,0.736,5.255,0.413,0.000
3.980,1.842,-3.665,1.571,0.921,-2.775,-3.953,-0.492,1.059,-3.733,-1.595,8.640,0.204,-0.484,-3.667,1.578,0.978,1.009,0.169,0.000
5.694,-3.587,-4.849,-3.646,-0.916,-3.683,-0.155,1.615,3.399,1.990,2.402,-1.191,2.493,0.571,1.122,0.368,2.098,-0.342,1.271,1.000
0.895,-1.401,3.232,4.142,-2.746,-2.358,2.136,3.380,-1.610,6.010,0.284,1.250,2.204,0.891,-0.084,-2.773,1.158,-4.293,2.130,1.000
-0.971,-0.187,4.325,-3.468,-4.149,0.686,-1.172,2.198,5.527,-0.606,-0.293,-1.048,0.598,-8.522,-5.285,2.301,1.409,-0.989,-1.013,1.000
2.539,2.841,4.777,-0.747,0.323,1.521,-3.372,3.900,0.198,-0.775,-0.753,-0.839,-2.003,-3.154,-1.736,-1.862,0.894,-4.501,5.699,1.000
1.710,2.412,-0.231,1.972,-1.418,-2.173,-2.642,-1.968,-2.349,1.803,-3.267,-1.031,-1.783,0.555,2.665,-1.938,2.609,2.618,0.055,0.000
0.205,1.410,-2.233,0.872,2.481,-1.347,-2.604,-0.813,-0.007,2.418,1.556,-1.790,-4.515,2.192,4.139,0.576,-0.445,-0.073,2.366,1.000
0.324,-2.451,-3.599,-0.743,1.286,-0.322,5.127,5.187,-4.247,-0.243,-4.186,-6.107,3.558,3.224,1.883,4.559,4.832,-0.891,-0.973,1.000
-3.105,-0.730,1.024,-2.008,-0.016,1.072,-1.428,2.306,2.631,2.270,2.702,-1.181,-1.300,-5.854,0.003,1.028,1.659,-3.715,0.171,1.000
3.479,-1.500,-1.004,-1.917,0.051,-1.252,-6.564,-1.314,-5.113,0.263,-4.681,1.951,3.172,-6.524,-7.102,-1.501,4.370,-0.988,-0.509,0.000
0.739,3.869,-0.257,0.297,5.221,-3.603,-0.530,-2.577,0.925,-2.204,8.263,-0.061,-2.842,1.090,-4.492,0.491,-1.613,-1.491,1.337,0.000
2.866,2.410,0.705,-9.539,-0.941,1.631,5.291,0.866,2.562,3.308,-1.845,-0.539,-1.065,3.791,2.833,1.536,1.179,-0.135,-6.533,1.000
5.464,-4.999,-3.903,-3.623,0.710,-7.512,-1.678,-5.258,1.177,0.900,4.016,3.065,1.478,-0.878,-1.067,1.520,0.524,-2.932,-1.510,1.000
2.291,-1.850,-0.993,3.135,-1.035,0.764,-1.038,-3.277,-2.191,-1.528,-5.080,1.294,-2.924,2.975,0.819,-2.045,1.789,-3.461,-0.874,0.000
-1.650,2.463,0.119,-0.808,-1.157,-0.261,2.070,-0.655,1.165,-1.734,-3.502,-2.412,4.991,-1.825,1.765,-2.168,1.818,-3.384,1.393,1.000
-3.013,-5.954,3.086,-0.541,-2.658,2.931,0.022,-1.223,4.110,6.300,3.801,4.389,1.427,-5.221,3.889,1.147,4.770,1.697,-0.437,1.000
6.175,2.183,0.032,-2.813,2.790,4.417,-2.692,5.599,-0.541,4.545,-0.193,-3.541,-3.762,-1.768,0.937,0.927,-1.286,-0.315,1.013,1.000
-0.555,1.812,1.991,1.255,4.151,2.236,-5.423,0.604,0.677,-2.320,2.822,1.286,-6.204,-1.171,2.085,0.673,-5.366,-0.873,7.297,1.000
5.720,-0.390,-1.497,5.712,-1.410,-0.537,-0.313,-2.064,4.033,4.195,-3.597,4.208,-1.850,-2.326,0.059,2.643,4.413,-0.517,-0.689,0.000
0.842,-0.554,-1.283,0.973,-0.022,-0.675,-2.613,3.259,-1.784,1.987,-8.331,-4.303,2.014,2.130,0.350,-3.725,2.574,4.073,-3.796,0.000
2.319,0.079,0.538,1.480,2.415,1.706,-1.901,1.035,0.907,0.324,8.421,-0.236,-4.619,4.073,5.879,3.730,0.584,4.941,1.701,1.000
1.165,-0.078,0.342,-6.009,1.178,1.262,4.237,3.090,2.666,-0.745,2.367,-2.234,-1.540,-3.054,-0.151,-0.909,1.360,-0.877,-1.620,1.000
-0.845,-1.007,1.515,5.274,-4.011,-2.868,-0.843,-1.931,1.905,0.545,-0.046,-4.394,-0.428,-3.345,0.318,-3.898,3.543,-2.844,3.785,1.000
-3.275,3.012,-2.126,4.408,3.427,-3.068,-0.412,2.628,-2.953,-6.524,1.069,0.871,0.208,5.260,-3.316,2.547,-1.124,1.898,1.980,0.000
0.559,-0.283,-1.778,-2.391,-0.771,0.118,0.674,-1.193,2.218,-0.135,-1.218,0.089,-0.597,2.610,1.815,-2.708,0.641,1.294,-0.200,0.000
3.274,1.741,0.489,-0.251,3.749,0.875,-3.421,3.732,-4.152,-2.253,1.259,2.273,-2.416,4.312,-0.409,0.118,-4.779,-1.902,1.258,1.000
-0.776,1.436,0.809,2.051,3.914,-0.730,2.556,-0.145,-0.325,-0.285,1.608,-1.877,-2.326,0.656,-2.110,2.601,-1.379,-3.687,-1.741,0.000
-0.166,-7.880,-3.441,-4.881,7.510,-4.381,-2.168,-1.840,-0.163,-1.842,0.586,-3.211,-5.155,0.754,1.935,5.851,0.682,-1.124,2.556,1.000
2.481,6.739,-3.544,0.396,-3.917,-2.669,-5.639,-0.473,0.496,-2.178,2.907,4.888,-3.448,-2.427,-1.586,1.395,-0.815,-0.070,0.181,0.000
-3.275,-3.471,-0.642,-0.761,-2.036,-3.475,1.411,-7.169,2.707,-2.483,-2.783,-2.855,-0.241,-0.825,-1.890,0.806,6.198,-2.479,-2.847,1.000
2.200,-0.177,-0.590,2.202,-0.578,-4.984,0.162,-2.227,1.228,-2.185,-2.703,-0.817,-1.476,-0.259,0.970,-2.266,2.647,-0.847,4.152,0.000
-0.324,1.456,1.185,2.015,0.975,-2.153,-4.753,4.854,-1.608,-2.538,4.331,1.063,-6.052,-1.918,0.556,2.365,-2.189,-1.974,-0.403,1.000
0.815,5.504,-4.046,-3.371,2.046,3.902,2.405,-0.689,0.968,-1.560,4.074,-0.205,-2.838,3.895,-0.379,2.405,-0.884,1.580,-1.133,0.000
2.921,-2.958,-1.620,3.560,-0.291,-2.734,3.205,1.897,-1.712,2.367,-2.547,-2.069,4.405,-1.140,0.962,1.650,1.719,0.051,-0.891,1.000
2.895,3.333,-3.963,1.742,7.314,0.193,0.996,-2.907,-0.876,-1.019,0.199,0.226,3.647,0.883,1.896,0.240,3.755,-1.810,4.960,1.000
3.327,4.682,0.740,-5.305,1.387,-1.920,2.609,4.993,-1.028,-4.011,-0.803,-3.180,0.337,-0.130,-3.559,0.498,-0.046,-4.170,-0.363,1.000
1.125,0.480,1.967,2.553,2.228,-0.579,-3.779,2.524,2.951,3.158,5.350,-0.227,-4.995,-2.161,5.452,2.279,3.770,-0.612,4.037,1.000
3.448,4.069,-0.035,1.567,2.654,0.446,-1.249,-0.379,-7.073,-0.530,-2.420,-6.136,-1.394,2.849,-3.483,-0.297,2.490,-1.797,-4.139,0.000
1.827,-0.326,-1.299,2.314,-1.195,0.522,-3.022,-3.121,2.504,1.643,2.277,2.415,-3.696,3.453,3.027,-1.513,-1.603,1.777,3.160,0.000
3.472,1.634,3.468,1.958,-1.933,-4.133,0.319,-2.916,-6.401,-4.596,-0.053,-7.393,-2.058,-0.592,-3.522,0.044,5.740,2.446,-0.238,0.000
1.619,2.173,1.055,0.331,2.084,2.283,-0.054,0.063,-1.426,-1.563,-1.233,-1.942,-0.018,-0.701,-0.962,-2.664,-0.903,-0.742,4.528,1.000
-3.760,0.941,0.038,1.974,2.452,2.532,-3.343,0.236,-0.754,-1.811,-6.868,-4.375,0.381,-0.694,-4.867,-6.358,-0.054,-3.001,1.905,0.000
6.789,4.679,0.740,2.003,1.771,-2.686,-0.407,4.213,-2.218,-2.785,-0.780,0.170,1.690,3.226,-3.669,1.956,2.850,-3.341,1.910,1.000
7.625,3.133,-0.147,-4.524,4.200,1.753,-1.491,4.776,-5.763,1.294,0.456,0.530,0.125,-1.165,1.748,0.096,-2.558,-1.454,-1.570,1.000
3.300,3.050,-3.334,0.901,6.081,-0.069,-0.982,-1.258,0.167,-1.481,1.689,1.507,-5.952,4.430,5.294,0.807,-2.445,2.697,3.826,1.000
2.213,-4.035,-1.266,1.129,2.531,-3.911,2.584,-0.142,-2.123,2.639,0.947,5.025,2.516,-0.285,2.502,1.995,-2.159,2.415,-3.333,1.000
-1.573,1.593,-2.484,1.530,3.005,0.732,-1.221,-1.334,-1.294,-1.491,-2.413,-0.648,2.863,0.524,0.294,-0.185,-1.177,-0.760,-2.100,0.000
1.060,0.040,0.818,-2.228,-2.261,-2.049,-3.169,-4.831,-0.606,0.637,-2.328,2.617,0.053,-2.558,-1.558,0.536,-3.121,-3.753,0.528,0.000
0.096,-0.246,-3.850,-1.436,0.464,-3.549,-0.479,-4.815,3.743,-1.346,-1.780,-3.137,-1.175,-1.745,1.590,-5.675,-0.077,-0.824,6.806,0.000
0.820,0.544,0.673,-1.959,1.552,2.395,-4.778,-2.386,-1.724,1.829,-3.995,3.260,0.207,-2.253,2.387,-4.019,-0.638,0.281,0.077,1.000
0.674,-3.458,-1.740,1.520,1.724,-2.702,1.823,-1.543,-3.816,-1.638,-1.214,0.215,-2.017,-0.319,0.837,-0.910,1.992,1.435,-3.680,1.000
3.848,0.017,0.155,-1.759,4.613,-4.776,0.261,-6.145,3.742,-0.092,-2.729,-0.285,2.826,-7.190,-2.211,-3.792,1.503,-2.736,-4.708,0.000
-0.980,-3.391,3.195,2.387,-4.516,3.047,-1.915,-1.117,-2.880,-2.998,-4.349,-4.350,-0.916,4.225,-3.452,-4.089,3.860,2.504,-3.553,0.000
-1.137,3.861,-5.991,-1.146,-3.678,2.431,-2.997,-1.291,-1.570,4.656,-1.045,-0.397,0.468,-2.363,-1.260,0.482,-3.813,3.697,1.424,0.000
1.838,-0.903,-2.544,-4.887,-2.728,-0.009,-3.944,-0.347,-0.457,-3.108,-5.678,4.090,2.526,6.040,-3.579,0.085,0.364,3.535,1.383,0.000
3.236,3.399,-0.917,-1.302,-3.691,1.344,-4.475,-3.932,-0.338,-0.100,-0.973,2.324,-3.969,-2.975,3.166,-2.931,-5.771,-0.529,-4.530,0.000
1.972,1.359,-1.542,3.601,0.417,-1.740,-1.103,-2.240,-0.033,-0.238,-3.304,1.294,0.965,-3.693,-0.201,1.328,2.722,-1.488,-6.309,0.000
-3.136,-3.926,4.017,0.540,3.867,-1.288,-0.022,0.861,-5.858,-7.564,-5.518,-4.397,0.260,-0.317,0.669,-1.386,-3.009,0.097,-0.331,0.000
5.214,-2.108,3.133,-0.642,-7.376,-2.464,3.520,-4.647,-3.783,-10.065,-2.863,-2.186,-1.092,0.878,-0.749,6.687,0.076,3.386,3.710,0.000
2.967,2.750,-0.001,-2.180,3.171,-1.628,-4.633,6.848,1.608,-1.082,0.535,1.176,-3.586,0.288,-0.586,3.018,1.257,-7.387,2.705,1.000
5.582,5.984,0.512,-2.136,6.022,2.277,-1.692,-2.802,-3.090,1.838,-1.992,-2.724,4.368,-1.291,-0.599,-3.337,2.534,-4.052,3.209,1.000
0.457,1.121,-4.264,0.478,-1.008,0.496,-0.015,-0.407,-2.244,0.633,-5.820,2.073,0.306,-1.577,-1.799,-0.823,-2.495,1.729,-5.420,0.000
-1.550,2.642,1.725,2.190,0.549,-2.330,-0.083,-4.871,0.164,0.568,6.442,0.874,-2.224,1.388,-4.164,3.592,-0.469,-4.606,0.625,0.000
1.193,3.203,-0.044,-5.467,2.070,-1.980,-1.034,0.719,-2.532,0.286,1.783,4.069,0.898,-0.293,1.087,0.072,-2.642,-2.069,-2.415,1.000
2.181,-1.848,-2.267,1.418,-2.515,1.994,-0.416,0.737,-0.269,2.766,-6.104,4.531,-3.523,-1.281,2.498,5.521,-0.321,1.373,2.078,0.000
-0.501,1.097,-0.915,0.856,0.050,-3.655,0.152,-2.216,-1.061,0.073,0.672,0.539,-0.314,-1.513,-4.252,2.767,0.154,-0.948,1.333,0.000
