-1.136,0.682,-0.161,-0.440,0.976,2.880,3.368,0.814,0.121,-0.294,-1.004,2.600,-1.802,-4.986,1.000
-1.397,-1.189,-0.683,1.753,-0.481,-2.707,2.880,-2.040,0.775,1.311,-0.638,-1.737,2.426,2.111,0.000
-0.460,3.338,-0.068,0.703,-2.283,-0.072,-2.341,-0.473,-1.260,3.418,0.615,-2.009,-4.529,-2.101,1.000
-3.752,-1.575,2.759,1.725,0.578,-3.521,1.754,-0.747,3.765,-0.909,3.232,0.001,3.977,-2.611,0.000
2.702,2.454,1.831,-1.019,3.496,3.081,-3.961,0.606,-4.480,-1.658,0.030,-2.791,0.639,0.611,0.000
-0.465,-1.473,-2.009,4.108,-2.811,2.637,1.573,-0.611,-0.205,-0.975,0.006,1.168,-0.385,0.513,1.000
-3.141,0.530,-1.292,0.165,-3.406,-0.916,1.189,-0.764,-2.540,-1.629,2.074,-1.782,-2.285,0.854,1.000
1.969,1.263,-4.823,1.498,-2.093,-0.435,-0.205,-3.536,-0.483,1.719,-2.276,0.893,-0.362,2.591,0.000
-0.889,0.311,0.514,0.212,-0.312,-3.074,-0.703,2.130,1.335,-4.095,-1.989,-4.821,3.379,-1.917,0.000
-1.350,3.502,1.139,0.013,4.207,0.001,-1.093,0.923,-2.181,-0.804,-1.184,-3.099,1.862,-0.286,0.000
-1.300,0.198,-0.729,2.272,2.803,1.697,-0.395,-0.378,1.667,1.029,-1.045,0.421,0.484,-1.030,0.000
0.529,-3.928,1.592,1.355,-1.065,0.565,-1.590,-3.258,-4.358,-3.045,-2.858,1.035,0.190,3.701,1.000
-3.298,2.105,-1.881,-2.681,-0.576,3.912,-2.960,2.007,1.564,0.085,1.940,-2.547,2.515,-1.814,0.000
-1.388,1.129,-2.614,1.394,-0.714,2.025,-1.632,-0.883,3.192,0.654,-2.888,0.996,0.238,-0.949,0.000
-2.508,-2.857,0.932,4.795,2.723,-3.534,-0.216,-0.825,4.132,0.026,2.707,0.524,-0.666,0.301,0.000
0.229,1.579,-0.038,-2.471,2.355,-2.600,2.147,-4.545,3.898,-2.472,4.839,-4.807,3.330,-0.761,0.000
3.299,-1.360,-0.804,-2.009,0.795,2.971,-0.795,-2.785,-0.759,3.708,-2.342,-1.307,-0.607,-0.583,0.000
-0.021,1.013,-2.684,2.694,-1.198,-0.034,1.272,-3.567,-0.150,-0.737,2.306,-2.499,1.038,-1.274,1.000
2.155,-3.210,-4.811,-0.844,1.125,1.555,-2.570,-3.953,-0.104,4.169,-0.874,-2.308,2.409,0.803,0.000
5.092,-3.634,3.606,-2.362,0.731,5.050,2.679,0.713,-2.505,2.280,-1.118,0.054,2.028,2.641,1.000
-1.040,1.292,-4.969,1.341,1.286,3.484,-3.294,0.422,0.791,-1.461,2.321,-7.135,1.493,-2.980,0.000
-0.369,2.595,0.093,2.738,5.020,0.264,0.168,-1.583,-1.211,-0.966,1.115,-1.544,0.286,-2.189,0.000
-0.068,-2.001,1.555,0.458,-0.890,1.212,0.472,-1.929,-1.313,0.600,-1.148,-0.882,1.526,3.096,1.000
1.067,-2.479,-0.492,-2.258,-0.894,1.124,3.602,-1.309,-2.130,-0.467,2.015,0.243,0.724,1.911,1.000
6.846,2.500,0.288,-3.814,4.894,2.588,-3.749,0.670,-3.192,-0.457,-0.357,1.409,-0.327,0.363,0.000
-0.535,0.479,-0.940,0.417,-1.407,3.298,0.017,0.692,0.368,0.291,-1.427,-0.871,-2.181,0.435,0.000
0.195,0.343,2.619,2.842,-0.965,-3.017,-0.538,-3.116,0.713,-0.210,0.535,-2.666,0.704,5.779,0.000
-2.127,1.879,2.506,3.701,1.695,-3.386,-1.867,-0.777,-0.146,-2.469,2.926,-0.459,-0.822,-2.236,0.000
3.382,0.309,-2.218,-2.703,-0.424,-1.045,1.465,-0.236,-6.398,-1.026,2.480,-2.216,-1.974,-1.468,1.000
1.234,0.062,-0.370,0.864,1.452,-3.121,1.960,-1.552,0.595,3.544,-2.954,0.025,3.469,0.438,0.000
1.471,5.081,1.542,-1.071,4.518,2.664,-4.633,1.596,-3.031,-1.216,1.704,-6.600,2.941,-1.606,0.000
2.532,-0.140,0.463,3.390,-2.673,-0.757,-3.563,-5.584,-0.420,-1.579,-2.838,-0.082,-5.617,2.513,1.000
-6.197,-0.018,-1.056,3.836,-0.797,-4.114,-2.315,-2.493,5.131,-1.736,0.668,-3.594,-1.056,-0.773,0.000
-2.443,-1.178,-3.186,2.630,0.853,-0.639,1.401,-2.426,-1.454,1.418,-1.603,-2.956,0.613,5.919,1.000
-0.499,3.136,-1.254,0.677,-0.610,3.043,2.953,-1.292,-2.693,-2.255,-5.337,0.115,-2.010,-0.307,1.000
2.743,5.219,1.963,3.373,-2.031,-0.646,-3.424,-3.436,-3.465,0.627,-3.363,-2.680,-1.558,2.357,1.000
0.078,-0.447,3.890,-0.854,2.016,2.475,-3.159,1.289,-2.816,1.863,0.238,-3.519,-2.474,2.161,0.000
1.382,2.691,0.948,-0.628,-2.291,-1.521,3.384,-0.328,-1.536,-1.640,1.464,-1.687,0.982,-2.001,1.000
-1.345,1.494,-0.031,3.639,-3.237,3.031,2.846,0.496,-0.138,-2.166,-6.661,4.808,-1.603,-1.103,1.000
2.439,2.156,-2.181,-2.178,1.811,2.078,-2.339,-2.565,1.046,1.264,0.558,-1.367,-0.620,-1.500,0.000
1.728,2.654,-4.017,-1.385,1.767,-0.396,-1.242,-2.177,-1.258,1.884,-1.274,-0.943,3.615,0.219,0.000
3.519,-1.252,1.143,-0.635,-3.640,2.364,1.975,-1.039,-1.195,0.145,3.829,1.242,0.174,-4.204,1.000
1.828,2.415,0.296,0.631,-1.811,0.922,0.053,-2.662,-3.299,-1.376,-1.175,-3.439,-0.701,2.212,1.000
-0.341,0.337,2.393,-1.577,-1.474,4.293,3.601,-0.500,-0.365,-2.623,0.886,-2.757,3.280,-1.005,1.000
-0.277,1.967,0.325,-1.950,0.897,2.617,3.410,-1.093,-2.394,-1.146,-2.387,-1.576,-1.828,-2.387,1.000
0.684,1.747,-1.178,2.084,-3.496,1.373,0.877,-0.197,-4.606,-1.007,-3.820,2.585,-1.501,-0.672,1.000
4.378,-1.405,-1.169,2.658,1.419,7.631,4.608,-5.488,3.975,-3.059,1.759,-1.579,2.715,-0.311,1.000
-1.183,3.128,0.964,-1.424,-2.299,-0.609,0.856,-3.287,0.403,1.500,-0.461,-0.817,2.251,-1.056,0.000
0.233,3.225,0.183,-0.611,1.025,1.789,2.033,2.053,-3.821,-0.080,-2.516,-0.277,-0.051,-2.676,1.000
0.805,2.654,-0.295,0.945,-4.021,3.452,3.320,1.782,-4.032,1.369,-0.072,1.609,-0.241,-2.175,1.000
-1.506,0.670,-0.511,-1.116,-4.112,-0.206,1.505,0.279,-1.407,1.972,0.440,-1.302,-1.891,-0.160,1.000
-0.365,-0.152,4.330,3.239,1.090,0.337,0.592,-0.291,-1.030,1.570,2.721,-0.134,2.991,-1.469,0.000
-0.736,1.335,2.151,0.385,0.035,1.665,1.080,-0.335,3.222,-2.333,-2.786,-2.977,-1.556,-2.353,1.000
1.347,3.157,2.894,-2.190,5.970,-1.413,-2.348,0.020,-4.432,-1.082,-0.047,-0.773,1.798,3.371,0.000
-0.792,0.608,-0.365,-3.768,2.431,3.707,-1.356,0.875,0.750,0.151,1.915,-2.886,4.272,-4.612,0.000
0.910,-2.119,-1.080,-3.563,-1.749,3.612,-0.019,-2.927,1.777,-3.133,0.438,-1.361,-2.446,2.957,0.000
-1.161,-3.894,3.701,2.593,0.274,3.471,-0.228,-2.950,-2.383,-1.142,-2.704,-2.509,3.257,6.866,1.000
-0.377,-1.385,1.114,0.754,-2.725,-0.496,-0.712,-1.498,-2.101,1.014,-1.039,-0.576,0.551,1.967,1.000
0.878,-0.311,-2.822,-0.820,-0.197,2.552,-2.767,-2.061,0.653,3.229,0.373,-1.719,-0.201,-1.246,0.000
0.118,4.326,0.714,-0.108,2.258,-0.533,-1.844,1.785,-1.814,-1.711,0.791,-1.900,6.269,-0.061,0.000
-2.587,2.105,1.012,0.168,1.321,-4.139,-0.381,-2.327,0.970,-2.442,2.723,-5.062,2.004,-1.472,0.000
5.789,1.025,-0.413,-3.182,1.504,4.213,-3.322,1.324,-1.051,2.005,-1.987,0.561,1.292,-1.653,0.000
1.562,-1.591,2.887,1.449,0.213,-0.543,2.262,-2.857,0.356,-0.444,3.197,1.940,0.744,-1.901,1.000
5.511,3.882,0.585,-0.319,0.725,0.710,-2.129,-1.798,-1.907,0.342,-1.553,-0.066,0.429,1.650,0.000
-3.215,1.736,0.787,3.610,-6.770,-1.260,-1.388,-0.676,1.433,0.043,-4.388,-4.089,-1.999,-0.513,1.000
-1.450,-0.830,-0.867,0.046,3.324,-1.083,-0.675,-1.748,3.676,-1.506,3.043,-3.056,0.495,1.396,0.000
3.316,2.617,-2.323,0.362,2.037,3.734,-1.650,1.645,-4.441,-1.442,-2.131,-2.028,-1.959,1.906,0.000
2.961,0.672,-5.970,-1.379,0.742,1.254,0.810,-3.052,-1.164,1.622,-4.351,-0.524,3.571,-0.278,0.000
-0.264,-1.696,-0.542,1.531,3.448,-1.036,-1.748,2.368,1.396,-0.229,1.597,0.214,3.347,-3.059,0.000
2.474,-3.284,-0.614,-0.714,2.676,-1.857,4.258,-1.312,0.357,4.618,-0.860,-2.704,0.265,1.373,1.000
1.955,0.320,2.178,0.980,-2.659,-0.361,-0.266,-2.134,-1.483,2.158,0.077,-2.190,3.353,0.364,1.000
-0.461,-0.350,1.203,2.999,-1.449,1.714,0.259,0.069,-0.549,0.395,0.108,-0.731,-1.704,-0.814,1.000
-0.639,1.251,3.729,2.172,-2.985,3.267,-7.136,-3.571,-2.119,2.040,-3.653,-2.892,-3.437,4.451,1.000
-1.867,0.598,3.822,1.308,-1.204,-1.920,-0.330,0.555,-0.872,-0.061,-0.201,1.885,1.094,-1.410,0.000
-1.994,4.742,0.634,-0.249,0.763,4.064,-1.248,-3.579,-0.738,1.731,0.185,3.699,-0.428,-2.115,0.000
0.647,3.558,-2.272,0.950,-0.070,-0.029,0.125,-3.949,4.485,-2.892,0.889,-6.362,1.608,-1.229,0.000
2.685,3.663,0.182,1.176,-1.305,2.040,2.917,-0.246,-2.158,-4.866,-5.962,-2.061,0.113,2.814,1.000
2.292,2.161,-0.079,-0.507,-1.495,2.576,2.944,-0.437,0.729,3.816,1.592,-0.854,0.169,-2.452,1.000
-3.662,-2.403,1.058,-1.334,0.322,3.297,-2.250,4.698,-0.514,2.592,0.658,-1.844,-1.634,-4.446,1.000
-0.453,-2.796,-0.223,-2.923,0.133,-0.733,2.654,-3.870,0.796,0.094,-1.104,-0.048,1.148,4.367,0.000
2.636,2.755,-7.723,-0.152,3.582,3.552,-4.843,-1.375,3.870,0.010,-0.304,-0.000,-0.546,-1.119,0.000
-1.407,1.289,-2.036,-1.014,0.487,-1.465,2.098,-0.643,-0.662,0.169,-2.452,2.767,2.830,1.774,0.000
-1.856,3.801,3.847,0.382,-0.375,0.132,-2.222,0.913,-3.401,-1.585,-1.276,3.569,-0.641,-2.733,0.000
0.934,3.545,-0.674,-1.257,-0.595,3.171,-1.953,0.358,1.208,-0.521,0.607,-2.752,0.129,0.038,0.000
1.274,0.973,1.234,5.149,-4.621,0.069,-3.388,-4.589,-0.895,0.264,0.041,0.185,-1.130,4.402,1.000
-5.538,-1.812,2.557,3.515,-3.073,-4.811,-0.307,0.036,3.433,-0.671,-0.256,-2.796,2.294,-1.832,0.000
2.816,0.735,-2.443,1.164,0.189,2.177,3.256,-2.760,0.766,-0.856,1.459,-1.281,1.778,-2.329,1.000
-0.059,-2.322,1.167,-0.100,0.428,0.641,1.432,-0.018,-0.217,3.991,-3.158,0.674,1.062,2.913,1.000
0.809,-2.414,4.931,1.424,-4.171,-0.138,-1.411,-0.239,-3.002,-1.139,-2.589,-1.538,1.933,1.817,1.000
-3.964,-0.410,4.064,1.984,-0.126,-5.435,-2.333,0.508,-0.500,-1.625,0.838,0.260,-0.964,-0.571,0.000
0.620,4.092,-2.483,1.933,-3.055,-0.838,2.283,0.452,-3.879,1.254,-4.116,2.610,0.968,2.625,0.000
0.272,2.036,-2.444,2.342,0.152,-1.066,1.305,-1.549,0.156,2.041,-2.839,-0.609,0.894,-0.352,0.000
-1.559,-1.367,-5.320,0.964,0.100,-2.038,4.375,-4.529,-0.965,0.435,-3.024,-0.227,1.688,2.109,0.000
3.528,-0.145,2.173,-5.269,-1.664,5.505,-2.619,0.691,-1.184,3.516,-2.758,2.094,0.405,0.557,0.000
5.160,-2.234,2.228,0.832,-0.789,2.623,2.000,-0.775,-1.177,-0.561,-2.508,-0.032,2.887,0.626,1.000
-0.641,-0.553,2.205,2.081,1.038,1.072,-2.871,0.547,2.023,-0.354,1.894,0.884,1.715,-1.949,0.000
-3.016,1.254,7.540,3.672,-0.383,-6.986,1.008,-1.456,-3.823,-2.171,1.098,0.265,-0.928,-1.321,0.000
-1.997,0.420,-1.604,1.635,-1.284,1.121,-0.398,-1.562,5.290,-0.213,-0.822,-0.027,2.362,-1.718,0.000
0.727,3.214,-2.819,-0.201,3.558,1.501,-4.056,1.768,-4.515,-0.986,-0.009,-1.123,2.999,2.347,0.000
-0.504,1.372,0.113,-1.343,-2.416,-3.009,-0.226,0.528,-3.615,2.136,-1.411,-2.566,0.487,0.512,1.000
-1.305,-0.659,2.090,0.135,2.895,-3.979,-1.448,3.157,-2.729,-1.189,1.197,-1.332,2.408,-1.715,0.000
